year.from,month.from,day.from,year.to,month.to,day.to,week.number,numdate,total.deaths,influenza.under.1.year,influenza.age.1.to.2,influenza.age.2.to.5,influenza.age.5.to.10,influenza.age.10.to.15,influenza.age.15.to.20,influenza.age.20.to.25,influenza.age.25.to.35,influenza.age.35.to.45,influenza.age.45.to.55,influenza.age.55.to.65,influenza.age.65.to.75,influenza.age.75.and.upwards,influenza.all.ages,broncho.pneumonia.under.1.year,broncho.pneumonia.age.1.to.2,broncho.pneumonia.age.2.to.5,broncho.pneumonia.age.5.to.10,broncho.pneumonia.age.10.to.15,broncho.pneumonia.age.15.to.20,broncho.pneumonia.age.20.to.25,broncho.pneumonia.age.25.to.35,broncho.pneumonia.age.35.to.45,broncho.pneumonia.age.45.to.55,broncho.pneumonia.age.55.to.65,broncho.pneumonia.age.65.to.75,broncho.pneumonia.age.75.and.upwards,broncho.pneumonia.all.ages,lobar.pneumonia.under.1.year,lobar.pneumonia.age.1.to.2,lobar.pneumonia.age.2.to.5,lobar.pneumonia.age.5.to.10,lobar.pneumonia.age.10.to.15,lobar.pneumonia.age.15.to.20,lobar.pneumonia.age.20.to.25,lobar.pneumonia.age.25.to.35,lobar.pneumonia.age.35.to.45,lobar.pneumonia.age.45.to.55,lobar.pneumonia.age.55.to.65,lobar.pneumonia.age.65.to.75,lobar.pneumonia.age.75.and.upwards,lobar.pneumonia.all.ages,pneumonia.type.not.distinguished.under.1.year,pneumonia.type.not.distinguished.age.1.to.2,pneumonia.type.not.distinguished.age.2.to.5,pneumonia.type.not.distinguished.age.5.to.10,pneumonia.type.not.distinguished.age.10.to.15,pneumonia.type.not.distinguished.age.15.to.20,pneumonia.type.not.distinguished.age.20.to.25,pneumonia.type.not.distinguished.age.25.to.35,pneumonia.type.not.distinguished.age.35.to.45,pneumonia.type.not.distinguished.age.45.to.55,pneumonia.type.not.distinguished.age.55.to.65,pneumonia.type.not.distinguished.age.65.to.75,pneumonia.type.not.distinguished.age.75.and.upwards,pneumonia.type.not.distinguished.all.ages,
1915,5,29,1915,6,5,22,1915.4274,1151,0,0,0,0,0,0,0,2,0,2,1,1,2,8,19,5,5,1,0,0,0,0,4,1,0,1,2,38,1,2,3,1,1,1,0,3,6,8,5,1,2,34,5,7,2,0,1,0,0,3,1,6,8,4,0,37,
1915,6,5,1915,6,12,23,1915.4466,1103,0,0,0,1,0,0,0,0,1,1,0,3,1,7,12,10,10,3,1,0,0,0,0,0,2,2,1,41,0,2,0,0,0,0,1,1,4,2,6,2,3,21,2,1,2,2,0,0,0,3,4,2,5,4,2,27,
1915,6,12,1915,6,19,24,1915.4658,995,0,0,0,0,0,0,0,1,0,0,1,0,1,3,14,8,3,2,0,0,0,0,1,1,1,4,1,35,1,1,0,3,1,0,3,3,7,3,3,1,3,29,3,1,4,1,0,1,0,2,3,7,3,4,2,31,
1915,6,19,1915,6,26,25,1915.4849,1023,0,0,1,0,0,1,0,0,1,2,0,0,0,5,9,16,3,0,0,0,0,0,1,0,0,3,1,33,0,2,1,0,0,0,0,4,3,8,5,5,1,29,6,3,2,0,1,0,0,1,2,3,1,2,1,22,
1915,6,26,1915,7,3,26,1915.5041,1010,1,0,0,1,0,0,0,1,0,1,1,1,0,6,12,8,6,0,0,0,0,0,0,0,3,1,5,35,0,1,3,2,0,0,0,3,5,4,7,3,4,32,3,1,0,0,0,0,2,1,3,4,4,3,4,25,
1915,7,3,1915,7,10,27,1915.5233,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,9,3,1,0,0,0,0,0,1,0,2,2,30,1,0,0,0,0,3,0,2,4,2,6,3,0,21,5,1,3,0,0,0,0,1,1,6,3,0,2,22,
1915,7,10,1915,7,17,28,1915.5425,956,0,0,0,0,0,0,0,0,0,1,1,0,0,2,6,9,6,0,0,0,0,1,0,1,1,2,1,27,2,1,2,0,1,0,0,3,1,6,2,2,1,21,2,2,3,0,0,0,0,1,4,2,1,3,1,19,
1915,7,17,1915,7,24,29,1915.5616,967,0,0,0,1,0,0,0,1,0,0,2,0,1,5,10,7,7,0,0,0,0,0,0,0,0,0,1,25,1,3,1,1,0,1,0,3,2,6,1,2,0,21,1,0,1,1,0,2,0,1,2,2,1,3,2,16,
1915,7,24,1915,7,31,30,1915.5808,940,1,0,0,1,0,0,0,0,0,0,0,0,0,2,11,5,2,2,0,0,0,0,1,1,2,2,1,27,0,0,0,0,0,0,1,1,4,8,1,1,1,17,1,2,0,0,0,0,0,0,1,1,4,2,2,13,
1915,7,31,1915,8,7,31,1915.6000,937,0,0,0,0,0,0,1,0,0,0,0,3,0,4,12,4,2,1,0,0,0,0,0,0,0,2,0,21,0,0,1,0,0,0,0,2,2,4,2,4,0,15,4,3,0,0,0,0,0,2,1,1,1,3,0,15,
1915,8,7,1915,8,14,32,1915.6192,1009,0,0,0,0,0,0,0,0,0,0,3,0,1,4,9,9,7,0,0,0,0,0,0,3,2,1,1,32,0,0,1,0,1,0,1,2,1,2,0,3,1,12,2,1,1,1,0,0,0,6,2,4,3,1,2,23,
1915,8,14,1915,8,21,33,1915.6384,995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,6,3,0,0,0,0,0,0,0,1,2,0,28,1,1,1,0,0,0,0,3,2,1,2,2,2,15,2,0,3,0,0,0,1,0,1,1,2,1,1,12,
1915,8,21,1915,8,28,34,1915.6575,1078,1,0,0,0,0,0,0,0,1,2,1,0,1,6,13,4,3,0,0,0,0,0,1,1,3,1,2,28,0,2,0,0,0,1,0,2,2,1,1,3,1,13,1,0,1,2,0,1,0,1,1,3,2,5,0,17,
1915,8,28,1915,9,4,35,1915.6767,1083,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,9,5,0,1,0,0,0,0,0,1,4,1,27,2,0,2,1,0,0,1,0,3,1,2,3,0,15,3,3,1,0,1,0,0,2,3,3,1,0,2,19,
1915,9,4,1915,9,11,36,1915.6959,1218,0,0,0,0,0,0,0,0,1,0,0,0,1,2,8,6,7,0,1,0,0,1,0,1,2,1,0,27,0,2,2,0,0,2,0,2,2,3,3,1,2,19,3,1,0,2,0,2,0,2,3,1,5,2,0,21,
1915,9,11,1915,9,18,37,1915.7151,1276,0,0,1,0,0,0,0,0,0,0,1,2,2,6,4,4,2,1,0,0,1,1,0,1,0,3,1,18,0,3,1,0,1,0,1,4,2,6,7,4,1,30,2,1,2,0,0,0,0,3,3,4,3,3,1,22,
1915,9,18,1915,9,25,38,1915.7342,1212,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,4,2,0,1,0,0,0,1,3,2,3,34,1,0,1,0,0,0,2,1,3,6,9,5,2,30,3,2,2,1,0,2,0,0,8,4,1,6,4,33,
1915,9,25,1915,10,2,39,1915.7534,1268,0,0,0,0,0,0,0,0,1,0,0,3,0,4,17,7,4,0,1,0,0,0,0,0,0,1,2,32,0,0,3,1,2,1,0,1,3,4,5,1,2,23,5,5,1,2,0,1,0,3,1,7,4,3,1,33,
1915,10,2,1915,10,9,40,1915.7726,1365,1,0,0,0,0,0,0,0,0,1,2,1,0,5,25,4,2,2,1,0,0,0,1,1,1,0,1,38,2,2,2,0,1,1,0,2,3,3,3,1,3,23,3,1,0,1,0,1,0,4,0,2,2,2,4,20,
1915,10,9,1915,10,16,41,1915.7918,1263,2,0,0,0,0,0,0,0,1,2,2,1,2,10,17,10,2,0,2,1,0,0,1,1,2,4,0,40,2,1,3,2,1,0,1,2,3,3,1,5,1,25,4,1,1,1,2,1,0,1,2,5,5,3,3,29,
1915,10,16,1915,10,23,42,1915.8110,1197,0,0,0,0,0,0,0,0,1,3,0,3,1,8,24,11,4,1,0,0,0,0,0,1,0,1,2,44,4,1,1,3,0,1,1,3,3,3,1,3,3,27,4,3,1,0,0,0,0,2,4,3,2,3,2,24,
1915,10,23,1915,10,30,43,1915.8301,1226,0,0,0,0,0,0,0,0,0,1,1,1,2,5,16,11,7,2,0,2,0,1,1,2,2,2,3,49,2,2,0,1,0,1,0,3,2,2,11,3,5,32,0,4,4,0,0,1,0,0,1,3,4,7,1,25,
1915,10,30,1915,11,6,44,1915.8493,1244,1,0,0,0,0,0,1,0,1,1,2,0,0,6,22,12,1,1,0,0,0,0,5,1,2,7,3,54,0,4,1,1,0,0,0,2,4,5,2,3,3,25,3,1,2,1,0,0,0,4,1,5,9,6,0,32,
1915,11,6,1915,11,13,45,1915.8685,1496,0,0,0,0,0,0,0,1,1,5,0,1,3,11,25,14,10,2,0,0,0,0,3,6,1,3,2,66,3,0,4,2,0,2,2,3,8,4,9,3,0,40,3,3,3,0,0,1,1,1,3,5,9,6,5,40,
1915,11,13,1915,11,20,46,1915.8877,1407,0,0,0,0,0,2,1,0,0,1,2,2,3,11,39,13,10,0,1,0,0,0,1,4,3,6,4,81,2,1,2,0,0,1,1,5,5,11,9,4,4,45,12,4,1,1,0,2,0,2,2,6,5,4,4,43,
1915,11,20,1915,11,27,47,1915.9068,1484,0,0,0,0,0,0,1,1,0,2,1,1,1,7,26,16,8,3,1,0,0,2,5,1,7,5,3,77,4,0,0,0,0,0,0,2,9,11,6,2,4,38,5,3,3,1,0,1,0,1,9,9,6,0,3,41,
1915,11,27,1915,12,4,48,1915.9260,1698,0,1,1,0,0,1,0,0,0,2,2,1,1,9,33,15,15,2,0,2,0,0,4,9,8,9,9,106,2,1,2,2,0,1,1,5,5,8,14,7,4,52,12,3,2,0,0,0,2,3,12,5,1,9,5,54,
1915,12,4,1915,12,11,49,1915.9452,1549,0,0,0,0,0,0,1,2,0,1,1,0,3,8,41,18,10,1,1,0,0,3,2,3,5,4,11,99,3,1,1,0,0,0,0,5,7,14,7,7,6,51,3,4,1,0,1,1,0,4,3,7,14,10,7,55,
1915,12,11,1915,12,18,50,1915.9644,1416,1,0,0,0,0,0,0,0,1,4,1,4,2,13,34,14,11,4,2,0,0,1,1,0,3,6,5,81,1,1,2,1,0,0,2,3,4,7,6,1,6,34,10,1,2,2,1,0,0,4,2,5,11,6,7,51,
1915,12,18,1915,12,25,51,1915.9836,1345,0,0,1,0,0,0,1,0,2,1,4,0,3,12,35,19,10,0,0,0,0,1,1,3,2,6,1,78,2,3,1,1,0,1,2,4,2,4,2,2,0,24,6,4,1,1,0,0,0,1,5,5,6,4,5,38,
1915,12,25,1916,1,1,52,1916.0027,1503,2,0,0,1,0,0,0,0,1,5,2,3,5,19,31,23,11,2,0,1,1,0,1,1,2,7,6,86,4,1,0,0,0,0,0,9,6,4,7,3,1,35,9,3,2,2,1,0,1,1,5,8,5,6,3,46,
1916,1,1,1916,1,8,1,1916.0219,1156,0,0,0,0,0,0,0,2,3,4,1,2,1,13,24,20,5,0,0,0,0,1,0,1,0,2,1,54,2,1,1,2,0,0,0,2,5,6,7,1,1,28,4,3,2,0,1,0,0,2,3,4,5,3,2,29,
1916,1,8,1916,1,15,2,1916.0411,1161,0,0,1,1,0,0,0,0,0,4,0,2,2,10,24,14,7,2,1,0,0,0,0,3,4,3,3,61,2,3,2,0,0,3,1,1,4,7,3,4,3,33,10,3,3,0,0,0,1,1,3,3,3,4,2,33,
1916,1,15,1916,1,22,3,1916.0603,1167,0,0,0,0,1,0,0,0,0,2,1,2,1,7,24,13,7,2,1,0,0,0,0,2,3,1,2,55,1,2,0,1,1,1,1,1,0,2,4,6,1,21,6,2,3,0,0,0,1,1,2,2,4,7,3,31,
1916,1,22,1916,1,29,4,1916.0795,1203,0,0,0,0,0,0,0,0,1,3,3,1,2,10,23,11,2,1,0,1,0,0,1,4,4,4,4,55,3,1,2,0,0,1,2,3,2,2,4,3,2,25,3,2,1,0,1,0,0,1,3,8,7,3,0,29,
1916,1,29,1916,2,5,5,1916.0986,1206,0,0,0,0,0,0,1,0,1,1,1,3,4,11,24,10,9,0,1,1,0,1,0,2,2,2,0,52,1,3,1,0,0,0,0,2,2,1,5,7,2,24,6,2,2,0,1,0,1,1,3,6,3,6,4,35,
1916,2,5,1916,2,12,6,1916.1178,1238,0,0,0,0,0,0,0,1,1,2,3,2,0,9,29,10,7,1,1,0,0,3,0,3,1,2,4,61,0,0,5,1,0,0,0,1,1,1,1,4,0,14,6,4,3,1,0,0,0,1,1,1,2,1,1,21,
1916,2,12,1916,2,19,7,1916.1370,1319,0,0,2,0,0,0,0,0,1,2,5,3,4,17,19,8,7,3,0,0,0,2,0,1,4,7,5,56,1,2,2,3,0,1,1,1,5,5,5,2,1,29,4,6,3,0,2,1,1,3,2,2,5,8,4,41,
1916,2,19,1916,2,26,8,1916.1562,1263,0,0,0,0,0,1,0,0,2,1,1,2,6,13,12,15,5,1,0,0,1,2,2,3,4,4,4,53,4,4,0,0,1,1,1,3,6,5,2,4,5,36,3,1,0,1,1,0,0,1,1,7,3,4,4,26,
1916,2,26,1916,3,4,9,1916.1753,1534,1,0,0,0,0,0,0,1,1,4,6,4,4,21,26,14,6,1,0,0,0,1,3,5,3,4,4,67,1,6,3,0,0,0,1,1,9,4,15,5,2,47,1,2,0,0,0,1,2,2,4,3,3,9,8,35,
1916,3,4,1916,3,11,10,1916.1945,1466,1,1,0,0,0,0,0,1,2,2,2,10,3,22,23,11,9,3,1,0,0,0,3,2,1,8,9,70,3,1,0,0,1,1,2,3,3,3,8,5,1,31,7,2,3,1,0,0,1,3,4,2,5,6,0,34,
1916,3,11,1916,3,18,11,1916.2137,1604,0,0,0,0,0,1,1,0,1,5,8,6,8,30,17,19,10,0,2,1,1,0,3,3,7,4,3,70,3,4,2,1,0,0,0,3,4,5,7,10,2,41,5,1,1,1,2,0,0,2,2,6,10,9,5,44,
1916,3,18,1916,3,25,12,1916.2329,1435,0,0,0,1,1,2,1,1,1,3,8,7,9,34,21,9,8,1,0,0,0,1,2,4,5,5,7,63,0,4,3,0,0,1,5,3,4,7,4,7,3,41,8,1,3,1,0,1,1,0,1,5,3,6,4,34,
1916,3,25,1916,4,1,13,1916.2521,1465,2,0,0,0,0,0,0,0,3,3,10,3,6,27,26,11,10,3,0,0,0,0,3,1,3,6,1,64,2,3,1,2,0,0,0,7,4,7,4,2,2,34,1,7,0,1,0,1,0,1,3,3,5,5,5,32,
1916,4,1,1916,4,8,14,1916.2712,1481,0,0,2,0,1,0,2,2,5,4,3,5,5,29,22,22,9,1,0,0,0,0,1,4,4,7,7,77,2,2,1,1,0,0,1,3,2,6,4,1,0,23,3,5,4,0,0,0,0,4,1,4,6,2,3,32,
1916,4,8,1916,4,15,15,1916.2904,1433,0,1,0,0,0,1,0,1,3,3,5,6,14,34,27,15,15,2,0,3,0,1,3,0,5,8,3,82,3,2,1,2,0,0,1,4,2,3,8,9,2,37,2,3,3,0,1,2,0,1,3,3,3,3,5,29,
1916,4,15,1916,4,22,16,1916.3096,1323,0,0,0,0,0,0,0,0,1,4,8,2,10,25,23,18,6,0,2,0,0,2,2,4,5,3,8,73,2,1,0,0,1,1,1,2,6,8,8,2,4,36,5,3,6,1,0,0,0,2,6,4,5,7,1,40,
1916,4,22,1916,4,29,17,1916.3288,1455,0,0,1,1,0,0,1,4,3,3,8,6,14,41,29,16,9,0,0,1,0,1,3,3,5,4,2,73,0,0,0,1,0,3,1,8,7,10,6,9,3,48,2,5,3,0,1,1,0,4,3,8,3,7,1,38,
1916,4,29,1916,5,6,18,1916.3479,1243,0,0,0,0,0,1,1,1,3,1,2,8,5,22,15,18,13,1,0,0,0,1,0,1,5,2,5,61,1,1,0,2,0,1,1,2,6,10,13,3,0,40,1,2,2,2,0,0,1,3,1,2,4,6,5,29,
1916,5,6,1916,5,13,19,1916.3671,1113,0,0,1,0,1,0,0,1,1,2,3,2,5,16,19,16,5,0,1,0,0,1,1,3,1,1,1,49,1,1,1,0,0,0,2,3,3,4,8,4,0,27,2,4,2,1,1,1,1,2,3,1,2,4,2,26,
1916,5,13,1916,5,20,20,1916.3863,1098,0,0,0,0,0,0,0,1,0,1,4,0,4,10,17,13,9,2,0,1,0,1,0,2,0,1,5,51,2,0,0,0,0,0,2,1,0,2,3,2,2,14,2,3,2,1,1,0,1,2,2,2,4,4,2,26,
1916,5,20,1916,5,27,21,1916.4055,966,0,0,0,0,0,0,0,0,0,1,1,1,1,4,11,5,5,1,1,0,1,1,0,1,1,0,0,27,1,1,0,0,0,0,0,1,1,1,5,2,3,15,2,1,2,0,1,0,0,0,1,3,4,3,1,18,
1916,5,27,1916,6,3,22,1916.4247,920,1,0,0,0,0,0,0,0,1,0,3,1,2,8,10,6,6,2,0,1,0,0,1,0,2,3,2,33,0,1,2,1,0,1,0,2,3,2,2,2,2,18,1,1,0,0,0,0,0,0,0,2,4,2,1,11,
1916,6,3,1916,6,10,23,1916.4438,968,0,0,0,0,0,0,0,0,0,1,1,1,1,4,6,13,4,2,0,0,0,0,0,2,1,3,1,32,1,2,0,1,2,0,0,1,1,5,2,2,1,18,1,5,1,0,0,0,0,1,2,1,1,5,3,20,
1916,6,10,1916,6,17,24,1916.4630,905,0,1,1,0,1,0,0,0,1,0,2,1,3,10,10,5,3,0,0,0,0,0,0,0,2,3,2,25,1,1,1,1,0,0,0,0,1,3,3,2,0,13,1,2,2,2,0,0,0,1,2,4,2,4,0,20,
1916,6,17,1916,6,24,25,1916.4822,1011,0,0,0,0,0,0,0,0,1,0,1,2,0,4,9,12,3,2,0,0,0,0,2,2,1,4,0,35,0,1,0,1,0,0,1,1,0,5,6,4,1,20,3,3,1,1,0,0,0,1,2,3,4,3,3,24,
1916,6,24,1916,7,1,26,1916.5014,904,0,0,0,0,0,0,0,0,0,1,1,1,1,4,9,5,7,2,0,0,0,0,1,1,1,3,0,29,0,0,0,0,1,0,1,2,1,5,0,4,1,15,0,0,0,1,0,1,0,0,3,5,4,3,0,17,
1916,7,1,1916,7,8,27,1916.5205,887,0,0,0,0,0,0,0,0,2,0,0,1,1,4,6,5,6,1,1,1,0,0,0,1,0,1,1,23,0,0,0,0,1,0,0,1,2,2,2,1,3,12,5,1,0,0,0,1,0,0,2,5,3,3,2,22,
1916,7,8,1916,7,15,28,1916.5397,889,0,0,0,0,0,0,0,0,0,0,1,4,1,6,5,1,10,0,0,0,0,0,0,0,3,2,4,25,1,2,1,2,0,0,0,1,2,2,0,1,0,12,4,1,1,0,0,0,0,1,2,1,3,2,2,17,
1916,7,15,1916,7,22,29,1916.5589,896,0,0,0,0,0,0,0,0,0,1,1,0,1,3,8,5,1,1,0,0,0,2,1,2,0,1,0,21,0,0,1,0,0,0,0,1,2,7,2,1,1,15,2,0,1,0,0,0,0,2,0,1,3,1,1,11,
1916,7,22,1916,7,29,30,1916.5781,878,0,0,0,0,0,0,1,0,1,0,0,1,0,3,3,4,4,0,1,0,0,0,0,0,2,0,0,14,1,0,1,1,0,2,0,1,1,1,0,1,1,10,3,2,1,0,0,1,0,0,0,2,0,3,1,13,
1916,7,29,1916,8,5,31,1916.5973,936,0,0,0,0,0,0,1,0,0,0,1,1,0,3,6,6,4,0,0,0,0,0,0,0,0,2,1,19,2,1,2,0,0,0,1,0,2,2,2,3,3,18,2,2,2,1,0,0,0,0,2,1,3,0,1,14,
1916,8,5,1916,8,12,32,1916.6164,878,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,7,1,1,1,0,0,0,2,1,0,0,2,20,2,0,0,1,0,1,0,1,0,0,1,1,2,9,1,2,0,1,0,0,0,2,0,2,2,2,1,13,
1916,8,12,1916,8,19,33,1916.6356,846,0,0,0,0,0,1,0,0,0,0,0,1,0,2,5,7,2,1,1,0,0,1,0,0,2,1,2,22,1,0,0,0,0,1,0,1,2,2,2,1,1,11,2,2,2,0,0,0,0,2,2,1,0,1,0,12,
1916,8,19,1916,8,26,34,1916.6548,853,0,0,0,0,0,0,0,0,0,0,1,1,0,2,7,2,2,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,1,0,0,2,1,6,1,1,13,4,1,0,1,0,1,0,0,0,3,1,2,0,13,
1916,8,26,1916,9,2,35,1916.6740,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,0,1,0,0,1,1,0,1,13,0,0,0,1,0,0,0,0,0,1,6,2,0,10,2,1,0,0,0,1,0,0,1,1,0,1,0,7,
1916,9,2,1916,9,9,36,1916.6932,912,0,0,0,0,0,0,0,0,0,0,3,2,0,5,5,5,5,1,0,0,0,1,0,1,0,3,4,25,1,1,1,0,0,0,0,0,1,4,1,2,0,11,3,0,1,0,1,0,0,2,1,1,3,2,0,14,
1916,9,9,1916,9,16,37,1916.7123,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,1,2,0,14,0,1,0,0,0,1,0,2,1,1,0,2,0,8,2,1,3,0,0,0,1,0,2,1,1,2,1,14,
1916,9,16,1916,9,23,38,1916.7315,968,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,4,5,0,0,0,0,1,0,2,2,0,1,20,0,1,2,0,0,0,0,1,1,2,2,5,2,16,1,0,0,0,0,0,0,1,0,4,2,5,1,14,
1916,9,23,1916,9,30,39,1916.7507,1114,0,0,0,0,0,0,0,0,1,1,1,1,1,5,8,6,2,0,0,0,0,0,0,1,0,4,0,21,1,1,1,1,0,0,1,0,2,1,5,0,1,14,5,2,2,2,2,0,0,0,3,6,3,2,1,28,
1916,9,30,1916,10,7,40,1916.7699,988,0,0,1,0,0,0,0,0,0,1,0,2,2,6,12,2,4,2,0,0,0,0,0,1,3,3,4,31,1,1,2,0,0,0,0,1,0,4,2,5,4,20,3,1,2,1,0,1,1,2,2,2,2,3,5,25,
1916,10,7,1916,10,14,41,1916.7890,966,0,0,0,0,0,0,0,0,0,0,1,0,2,3,14,6,3,0,0,0,0,1,1,1,0,0,1,27,0,1,0,1,0,0,1,3,0,3,7,2,3,21,5,0,1,0,1,0,0,1,0,8,1,3,1,21,
1916,10,14,1916,10,21,42,1916.8082,961,0,1,1,1,0,0,0,0,0,1,0,2,1,7,10,7,2,1,0,0,0,0,0,1,4,1,2,28,1,0,0,0,0,0,0,2,5,5,4,2,1,20,3,1,0,2,0,0,1,1,2,0,5,0,0,15,
1916,10,21,1916,10,28,43,1916.8274,1053,0,0,0,0,0,1,0,0,2,0,2,1,0,6,6,6,3,1,0,0,0,0,1,1,2,5,1,26,0,0,1,1,0,0,0,0,2,4,2,2,0,12,4,1,1,0,0,0,1,1,4,0,4,2,1,19,
1916,10,28,1916,11,4,44,1916.8466,1054,0,0,0,0,0,0,0,0,0,1,0,4,2,7,16,3,5,1,0,0,0,0,1,0,2,3,3,34,1,1,1,1,1,0,0,2,2,0,4,2,1,16,7,1,3,0,0,1,0,1,1,2,8,4,0,28,
1916,11,4,1916,11,11,45,1916.8658,1125,0,0,0,0,0,1,0,0,0,3,2,2,1,9,20,3,0,0,1,0,0,0,1,2,2,3,7,39,1,1,4,0,0,0,1,0,2,4,4,4,2,23,3,1,0,1,0,0,0,2,2,7,1,1,4,22,
1916,11,11,1916,11,18,46,1916.8849,1154,0,0,0,0,1,0,0,1,3,2,4,2,3,16,25,1,6,1,0,0,0,1,2,2,6,8,2,54,1,0,0,4,0,0,0,3,3,4,2,6,3,26,7,7,1,3,0,1,1,2,4,4,5,2,2,39,
1916,11,18,1916,11,25,47,1916.9041,1307,1,0,0,1,0,0,0,1,0,1,3,4,6,17,27,11,5,0,0,0,0,1,0,5,4,5,10,68,0,1,1,0,1,0,0,2,4,6,7,4,3,29,2,3,1,0,0,0,1,2,2,4,1,4,5,25,
1916,11,25,1916,12,2,48,1916.9233,1380,2,0,1,1,0,0,0,2,3,5,8,8,11,41,30,18,7,1,0,0,0,0,3,3,6,7,9,84,0,2,1,0,0,0,0,4,3,3,6,6,1,26,3,4,0,1,0,1,0,0,6,3,4,3,5,30,
1916,12,2,1916,12,9,49,1916.9425,1683,1,2,1,0,1,0,0,1,4,8,11,11,15,55,34,15,13,2,0,0,0,1,0,6,6,10,15,102,0,1,3,1,0,1,2,3,4,8,4,5,3,35,10,2,5,0,1,0,1,3,2,3,4,10,4,45,
1916,12,9,1916,12,16,50,1916.9616,1810,1,2,1,0,0,1,0,1,3,6,12,17,37,81,39,21,10,1,0,0,0,1,0,2,11,14,14,113,1,1,0,1,1,1,0,0,5,10,9,10,5,44,7,2,0,1,1,2,0,2,9,9,9,6,6,54,
1916,12,16,1916,12,23,51,1916.9808,2028,4,0,1,0,0,0,0,1,3,14,11,23,29,86,54,21,18,1,1,0,0,2,4,3,7,15,16,142,3,1,1,0,0,1,2,0,7,5,5,11,5,41,7,7,4,2,1,0,1,0,9,6,12,11,6,66,
1916,12,23,1916,12,30,52,1917.0000,1962,2,0,0,1,0,0,1,3,4,16,16,18,37,98,49,14,8,3,0,0,0,1,2,5,10,10,12,114,5,2,5,0,0,2,2,5,6,9,8,8,2,54,6,4,1,2,0,0,1,1,8,10,13,9,5,60,
1916,12,30,1917,1,6,1,1917.0192,1618,1,0,2,0,1,1,0,3,3,11,14,16,25,77,31,16,11,2,0,1,0,2,2,6,3,8,8,90,3,2,1,1,0,2,1,4,2,5,7,6,3,37,11,5,5,1,0,1,0,0,4,8,3,5,6,49,
1917,1,6,1917,1,13,2,1917.0356,1457,3,2,2,0,0,0,0,1,5,6,10,16,17,62,26,13,8,1,0,0,0,0,1,4,7,5,5,70,3,1,0,1,0,0,1,1,9,7,0,5,2,30,10,0,3,1,0,1,0,1,8,3,2,3,2,34,
1917,1,13,1917,1,20,3,1917.0548,1362,0,0,1,0,0,0,1,1,3,4,6,5,8,29,32,12,7,1,0,0,0,0,0,3,2,6,2,65,0,2,1,0,0,0,1,1,3,8,3,4,1,24,7,3,2,0,1,1,0,1,3,4,3,1,2,28,
1917,1,20,1917,1,27,4,1917.0740,1522,1,1,0,0,0,1,1,0,3,5,9,8,10,39,30,10,9,3,0,0,1,1,2,4,3,8,2,73,4,3,1,0,0,2,0,2,5,1,6,1,2,27,4,4,2,0,0,0,0,2,3,9,4,4,2,34,
1917,1,27,1917,2,3,5,1917.0932,1640,0,0,0,1,0,1,0,0,2,1,15,13,8,41,40,24,5,1,0,0,0,0,0,6,6,8,2,92,1,0,0,0,1,0,1,5,5,5,4,2,2,26,6,5,1,1,0,2,0,1,6,5,5,4,3,39,
1917,2,3,1917,2,10,6,1917.1123,1835,1,0,1,0,0,0,0,2,4,6,4,4,7,29,31,22,14,4,2,0,0,3,0,4,5,7,8,100,1,0,0,2,0,1,1,2,5,6,6,5,1,30,5,2,4,0,1,1,0,5,4,9,9,9,8,57,
1917,2,10,1917,2,17,7,1917.1315,1926,2,0,0,0,0,0,1,3,4,6,6,12,7,41,43,10,12,2,0,1,0,1,2,5,5,8,9,98,2,0,0,0,1,0,0,4,6,5,12,13,5,48,6,9,1,0,0,0,1,5,1,8,7,12,4,54,
1917,2,17,1917,2,24,8,1917.1507,1806,0,1,0,1,1,1,0,1,5,4,8,12,7,41,32,24,15,2,2,0,0,0,1,10,7,11,11,115,2,3,5,0,0,0,1,3,3,5,9,2,6,39,5,6,6,0,0,2,1,5,2,9,13,7,3,59,
1917,2,24,1917,3,3,9,1917.1699,1488,0,1,0,0,1,0,0,0,2,9,5,7,6,31,25,17,11,1,0,0,0,2,2,3,6,8,3,78,1,3,2,0,0,0,1,2,5,2,6,8,1,31,8,6,5,0,0,1,1,1,4,7,4,9,3,49,
1917,3,3,1917,3,10,10,1917.1890,1533,2,1,0,1,0,0,0,0,3,3,6,3,7,26,37,25,10,4,0,0,0,1,3,7,3,10,10,110,0,2,0,0,1,0,1,3,3,5,3,6,5,29,9,6,2,4,1,1,1,3,1,7,2,9,3,49,
1917,3,10,1917,3,17,11,1917.2082,1593,1,2,0,1,1,0,1,2,5,8,6,6,8,41,31,21,7,1,1,2,0,0,0,5,15,7,4,94,3,2,0,1,0,0,4,3,2,6,10,4,2,37,6,2,4,3,1,0,1,2,4,4,8,4,6,45,
