year.from,month.from,day.from,year.to,month.to,day.to,week.number,numdate,total.deaths,influenza.under.1.year,influenza.age.1.to.2,influenza.age.2.to.5,influenza.age.5.to.10,influenza.age.10.to.15,influenza.age.15.to.20,influenza.age.20.to.25,influenza.age.25.to.35,influenza.age.35.to.45,influenza.age.45.to.55,influenza.age.55.to.65,influenza.age.65.to.75,influenza.age.75.and.upwards,influenza.all.ages,broncho.pneumonia.under.1.year,broncho.pneumonia.age.1.to.2,broncho.pneumonia.age.2.to.5,broncho.pneumonia.age.5.to.10,broncho.pneumonia.age.10.to.15,broncho.pneumonia.age.15.to.20,broncho.pneumonia.age.20.to.25,broncho.pneumonia.age.25.to.35,broncho.pneumonia.age.35.to.45,broncho.pneumonia.age.45.to.55,broncho.pneumonia.age.55.to.65,broncho.pneumonia.age.65.to.75,broncho.pneumonia.age.75.and.upwards,broncho.pneumonia.all.ages,lobar.pneumonia.under.1.year,lobar.pneumonia.age.1.to.2,lobar.pneumonia.age.2.to.5,lobar.pneumonia.age.5.to.10,lobar.pneumonia.age.10.to.15,lobar.pneumonia.age.15.to.20,lobar.pneumonia.age.20.to.25,lobar.pneumonia.age.25.to.35,lobar.pneumonia.age.35.to.45,lobar.pneumonia.age.45.to.55,lobar.pneumonia.age.55.to.65,lobar.pneumonia.age.65.to.75,lobar.pneumonia.age.75.and.upwards,lobar.pneumonia.all.ages,pneumonia.type.not.distinguished.under.1.year,pneumonia.type.not.distinguished.age.1.to.2,pneumonia.type.not.distinguished.age.2.to.5,pneumonia.type.not.distinguished.age.5.to.10,pneumonia.type.not.distinguished.age.10.to.15,pneumonia.type.not.distinguished.age.15.to.20,pneumonia.type.not.distinguished.age.20.to.25,pneumonia.type.not.distinguished.age.25.to.35,pneumonia.type.not.distinguished.age.35.to.45,pneumonia.type.not.distinguished.age.45.to.55,pneumonia.type.not.distinguished.age.55.to.65,pneumonia.type.not.distinguished.age.65.to.75,pneumonia.type.not.distinguished.age.75.and.upwards,pneumonia.type.not.distinguished.all.ages,
1919,1,4,1919,1,11,2,1919.0301,1219,1,1,1,2,3,2,3,11,8,9,8,13,6,68,22,11,13,1,0,0,0,2,1,2,0,7,4,63,4,0,1,0,1,0,1,2,4,6,1,3,2,25,4,1,0,1,0,0,0,4,3,2,4,3,2,24,
1919,1,11,1919,1,18,3,1919.0493,1141,2,0,2,0,0,5,4,5,3,8,7,4,3,43,29,9,6,0,1,0,0,2,1,2,3,3,3,59,1,0,1,0,0,1,0,1,1,0,4,1,2,12,3,0,2,0,1,0,0,4,0,4,5,5,1,25,
1919,1,18,1919,1,25,4,1919.0685,1091,0,2,1,0,0,0,2,3,4,5,10,4,2,33,20,8,12,2,0,1,0,1,1,1,5,5,0,56,3,0,1,1,0,1,0,0,1,3,2,3,0,15,4,2,3,1,0,1,0,0,2,2,2,3,3,23,
1919,1,25,1919,2,1,5,1919.0877,1304,5,0,1,0,2,1,3,18,5,10,8,3,2,58,26,14,9,1,1,0,0,1,4,4,4,9,5,78,0,0,1,1,1,0,4,5,2,4,2,7,0,27,6,5,1,1,0,2,3,1,1,4,3,3,5,35,
1919,2,1,1919,2,8,6,1919.1068,1561,2,2,7,0,2,3,8,26,10,17,9,9,5,100,30,12,13,3,0,0,2,1,3,2,11,5,5,87,4,2,2,1,1,2,2,4,5,9,7,2,4,45,6,1,1,1,0,0,2,12,1,5,7,9,5,50,
1919,2,8,1919,2,15,7,1919.1260,2104,7,3,5,4,5,13,22,63,46,35,43,21,6,273,39,23,17,4,3,0,3,7,2,9,5,9,12,133,1,1,0,0,1,1,6,14,7,4,6,5,1,47,8,7,2,1,1,2,5,15,11,10,8,13,1,84,
1919,2,15,1919,2,22,8,1919.1452,2643,16,9,20,12,5,39,52,148,89,82,76,68,37,653,46,22,24,6,1,4,0,4,6,9,13,17,17,169,1,2,2,1,2,4,4,12,12,14,12,9,6,81,11,7,6,2,1,6,9,18,9,11,13,8,7,108,
1919,2,22,1919,3,1,9,1919.1644,2501,19,13,21,14,10,54,60,212,108,100,88,65,44,808,45,24,25,2,1,0,2,7,5,9,10,13,9,152,2,1,3,3,2,0,2,4,6,12,9,2,2,48,12,3,8,3,2,3,9,20,8,10,18,11,0,107,
1919,3,1,1919,3,8,10,1919.1836,2054,17,16,25,17,10,27,36,137,62,82,69,63,36,597,32,22,13,4,0,2,7,8,6,5,10,9,8,126,1,3,2,1,0,2,1,3,8,5,6,4,1,37,7,6,3,0,1,0,2,10,5,10,2,5,4,55,
1919,3,8,1919,3,15,11,1919.2027,1649,15,2,16,9,9,21,27,105,56,56,50,48,21,435,20,20,11,5,2,3,2,4,3,3,4,8,5,90,1,1,2,0,1,1,1,3,1,6,2,5,1,25,7,4,4,0,0,0,2,10,0,4,6,3,3,43,
1919,3,15,1919,3,22,12,1919.2219,1390,4,8,10,7,1,10,13,52,28,28,24,34,11,230,21,13,8,5,0,1,1,3,2,7,6,9,6,82,1,1,2,0,0,0,1,1,2,4,3,1,1,17,5,2,2,0,1,1,0,2,2,1,2,6,1,25,
1919,3,22,1919,4,29,13,1919.3260,1359,2,8,5,2,0,4,4,31,11,20,17,15,6,125,15,14,7,1,0,0,0,2,2,1,6,4,5,57,1,2,0,2,0,1,1,4,2,7,1,4,2,27,1,5,2,3,0,1,1,2,1,4,4,6,4,34,
1919,4,29,1919,4,5,14,1919.2603,1318,3,2,7,2,1,4,7,22,10,8,11,9,5,91,13,12,6,3,0,0,0,3,1,5,1,4,3,51,2,0,3,0,1,0,0,5,3,4,2,6,2,28,3,1,2,2,0,0,1,5,1,2,1,5,1,24,
1919,4,5,1919,4,12,15,1919.2795,1309,5,1,2,2,1,4,7,25,13,15,12,12,6,105,16,8,2,4,0,0,0,2,1,1,3,4,2,43,0,0,1,1,0,1,0,1,3,6,3,3,3,22,2,2,3,1,0,0,0,1,2,5,5,1,0,22,
1919,4,12,1919,4,19,16,1919.2986,1091,5,1,3,2,1,2,2,15,9,10,8,6,7,71,16,6,6,1,0,0,0,4,4,4,6,8,2,57,0,0,1,1,0,0,0,3,6,1,4,4,2,22,3,2,3,0,0,0,1,5,2,5,4,3,5,33,
1919,4,19,1919,4,26,17,1919.3178,976,1,2,0,2,1,3,4,1,6,10,2,9,2,43,8,9,4,2,0,0,0,2,2,0,2,4,2,35,0,0,1,0,0,1,1,1,6,3,2,5,0,20,3,2,2,0,0,1,2,1,3,2,4,4,4,28,
1919,4,26,1919,5,3,18,1919.3370,1085,0,3,1,0,2,2,2,5,5,9,6,5,4,44,9,4,2,2,0,0,1,1,2,3,4,6,3,37,1,0,0,0,0,2,0,4,3,3,5,1,3,22,4,1,2,1,0,1,0,0,2,5,2,4,1,23,
1919,5,3,1919,5,10,19,1919.3562,964,0,0,1,0,0,1,2,7,2,6,5,3,2,29,14,5,2,1,0,0,1,0,0,0,1,1,3,28,4,0,0,0,2,0,1,0,2,1,3,1,4,18,4,1,1,1,3,1,0,1,2,1,5,2,2,24,
1919,5,10,1919,5,17,20,1919.3753,871,1,0,0,2,0,0,0,2,1,5,2,4,1,18,5,5,0,1,0,0,0,0,0,1,4,2,2,20,1,1,0,0,0,0,2,0,2,1,5,2,1,15,2,2,0,0,0,0,0,0,2,3,3,2,1,15,
1919,5,17,1919,5,24,21,1919.3945,797,1,0,3,0,0,0,0,0,0,3,0,1,2,10,3,1,5,0,3,0,0,0,0,0,3,1,1,17,1,1,1,0,0,0,0,0,1,4,3,3,1,15,2,1,2,0,1,0,0,2,2,0,3,5,2,20,
1919,5,24,1919,6,31,22,1919.4986,794,0,0,0,0,0,1,0,0,2,3,0,1,2,9,5,4,1,1,0,0,0,0,1,3,2,0,2,19,2,1,0,2,0,0,0,1,2,1,1,0,0,10,4,1,2,1,2,0,1,0,1,2,3,3,0,20,
1919,6,31,1919,6,7,23,1919.4329,807,0,0,0,0,0,0,0,2,1,3,1,2,3,12,5,5,1,2,0,0,0,0,0,1,1,0,4,19,1,1,0,0,0,0,1,3,2,2,2,3,1,16,2,3,1,0,0,0,0,0,1,1,5,1,1,15,
1919,6,7,1919,6,14,24,1919.4521,745,0,0,0,2,0,2,0,1,0,2,2,3,1,13,4,2,3,0,0,0,0,0,1,1,0,1,1,13,0,0,0,0,0,0,1,0,1,1,2,1,1,7,1,0,0,0,0,0,0,1,0,1,3,1,0,7,
1919,6,14,1919,6,21,25,1919.4712,763,0,0,0,0,0,0,0,1,0,1,1,0,1,4,8,4,2,1,0,0,0,1,1,0,1,4,0,22,0,0,0,0,0,0,1,0,0,2,1,3,0,7,0,0,0,0,0,0,0,0,1,1,1,1,0,4,
1919,6,21,1919,6,28,26,1919.4904,696,0,0,0,0,0,1,0,0,0,1,1,0,1,4,3,1,2,0,1,0,0,0,1,1,3,0,1,13,0,1,0,1,0,1,0,2,0,1,1,2,1,10,0,1,0,0,0,1,0,0,0,2,2,2,1,9,
1919,6,28,1919,7,5,27,1919.5096,773,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,0,1,2,1,11,0,0,0,0,0,1,0,0,0,3,4,0,0,8,1,0,0,1,0,0,0,1,3,1,2,1,2,12,
1919,7,5,1919,7,12,28,1919.5288,774,0,0,0,0,1,0,0,1,0,3,1,1,1,8,4,2,2,1,0,0,0,1,3,1,0,3,0,17,0,0,0,0,1,0,0,0,2,1,3,0,0,7,0,0,1,0,0,0,0,0,2,1,4,2,1,11,
1919,7,12,1919,7,19,29,1919.5479,708,0,0,1,0,0,0,0,1,1,1,1,0,0,5,2,2,1,1,0,0,0,0,0,1,1,1,3,12,1,1,0,0,1,0,1,1,1,3,2,4,1,16,2,0,0,0,1,0,1,1,2,5,1,0,1,14,
1919,7,19,1919,7,26,30,1919.5671,809,0,0,0,0,0,0,0,2,1,0,0,1,2,6,3,4,3,3,0,1,1,0,0,1,2,2,1,21,1,0,0,1,0,1,0,1,0,2,2,0,0,8,1,1,0,0,0,0,0,0,0,5,2,3,2,14,
1919,7,26,1919,8,2,31,1919.5863,737,0,0,0,0,0,0,0,1,0,0,0,0,1,2,5,5,1,0,0,0,0,0,1,1,1,0,1,15,1,0,1,1,0,0,0,0,0,1,4,1,1,10,1,1,0,0,0,1,1,0,0,3,0,2,4,13,
1919,8,2,1919,8,9,32,1919.6055,730,0,0,0,0,0,1,0,0,1,0,1,1,0,4,5,2,1,1,0,1,0,1,2,0,1,3,1,18,0,0,0,1,0,0,0,2,2,2,4,1,0,12,1,1,0,1,1,0,0,0,0,4,1,2,0,11,
1919,8,9,1919,8,16,33,1919.6247,800,0,0,0,0,0,1,0,0,0,2,0,0,0,3,4,1,1,1,0,0,0,1,0,1,0,0,1,10,1,0,1,0,0,0,1,2,5,3,3,1,1,18,1,0,0,0,0,0,0,1,0,1,3,1,2,9,
1919,8,16,1919,8,23,34,1919.6438,804,0,0,0,0,0,0,0,1,0,0,1,1,1,4,9,3,4,0,0,0,0,0,2,1,2,3,2,26,1,0,0,0,0,0,0,1,4,3,4,3,0,16,1,2,1,1,0,0,1,0,2,2,2,3,0,15,
1919,8,23,1919,9,30,35,1919.7479,738,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,4,0,0,0,0,0,0,1,0,0,2,2,15,0,0,1,0,0,1,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,1,1,2,0,6,
1919,9,30,1919,9,6,36,1919.6822,811,0,0,0,0,0,1,0,0,0,2,1,1,0,5,5,3,1,0,0,0,0,1,0,0,1,4,0,15,2,0,0,1,0,0,1,0,2,5,1,2,0,14,3,0,1,0,0,0,1,0,1,1,0,1,0,8,
1919,9,6,1919,9,13,37,1919.7014,840,1,1,0,0,1,0,0,0,1,1,2,2,0,9,5,1,1,0,1,0,0,0,0,2,1,2,1,14,0,0,1,0,0,0,0,0,1,2,1,0,1,6,2,1,2,0,0,0,0,0,2,2,0,2,1,12,
1919,9,13,1919,9,20,38,1919.7205,881,0,0,0,0,0,0,1,0,1,0,2,0,0,4,2,2,1,2,1,0,0,1,0,0,0,2,2,13,1,0,0,0,0,0,0,0,1,2,2,0,1,7,0,0,1,0,0,1,0,1,2,2,1,0,2,10,
1919,9,20,1919,9,27,39,1919.7397,930,0,0,0,0,0,0,0,2,0,2,0,0,0,4,8,1,1,0,0,0,0,0,1,0,1,0,0,12,1,0,0,1,0,1,2,0,3,0,1,3,1,13,1,0,0,1,0,0,0,0,0,1,1,1,1,6,
1919,9,27,1919,10,4,40,1919.7589,946,0,0,0,0,0,0,2,0,1,2,1,4,1,11,6,6,3,0,1,0,1,0,0,2,3,3,1,26,1,0,0,0,0,0,0,2,2,0,1,2,1,9,1,0,0,0,0,0,2,0,3,1,3,2,1,13,
1919,10,4,1919,10,11,41,1919.7781,1002,1,0,0,1,1,0,0,0,3,6,0,3,1,16,8,2,1,1,0,0,0,0,2,0,1,3,2,20,1,0,0,2,0,0,0,1,1,0,2,3,2,12,2,2,0,1,0,1,1,1,2,3,3,4,1,21,
1919,10,11,1919,10,18,42,1919.7973,1137,0,0,0,2,1,0,1,2,3,0,4,2,3,18,3,5,3,0,0,0,0,2,2,2,6,3,5,31,2,1,0,0,0,1,0,1,3,5,4,5,1,23,0,0,0,1,0,1,2,2,4,5,2,5,0,22,
1919,10,18,1919,10,25,43,1919.8164,1258,0,0,0,0,1,0,0,3,2,5,1,7,1,20,11,4,2,1,0,0,0,1,2,2,4,9,7,43,0,1,2,0,0,2,1,3,4,2,6,1,1,23,0,0,0,0,1,0,1,3,1,5,10,3,8,32,
1919,10,25,1919,11,1,44,1919.8356,1103,0,0,1,0,1,0,0,4,1,2,3,4,4,20,8,2,4,1,1,0,0,1,2,3,5,4,8,39,0,0,1,1,0,0,1,1,4,12,0,1,3,24,3,0,0,0,0,2,1,3,3,6,3,2,5,28,
1919,11,1,1919,11,8,45,1919.8548,1165,0,0,1,0,0,0,2,2,2,2,3,4,2,18,5,3,1,0,0,0,0,1,3,2,1,1,4,21,0,1,2,0,0,0,1,2,7,4,5,7,5,34,1,1,0,0,1,0,0,2,3,2,8,5,5,28,
1919,11,8,1919,11,15,46,1919.8740,1099,0,0,1,0,2,0,1,4,2,2,4,5,1,22,5,4,5,2,0,0,0,1,2,2,5,3,1,30,2,0,1,1,0,0,0,3,5,7,3,3,3,28,1,0,2,0,2,0,0,1,3,9,2,2,3,25,
1919,11,15,1919,11,22,47,1919.8932,1132,2,0,0,0,2,1,0,5,2,1,4,5,0,22,9,4,1,2,0,0,1,1,1,1,4,7,4,35,1,2,1,0,0,0,0,3,4,5,2,9,3,30,2,0,2,1,0,0,1,4,3,1,3,5,8,30,
1919,11,22,1919,12,29,48,1919.9945,1104,0,0,1,0,1,0,1,3,0,3,2,3,1,15,3,2,4,0,1,0,0,1,2,3,3,8,2,29,3,0,0,0,0,0,1,3,6,4,6,9,1,33,0,2,1,1,0,0,2,3,1,5,4,4,4,27,
1919,12,29,1919,12,6,49,1919.9315,1119,1,0,0,1,1,0,2,2,1,3,4,1,0,16,6,4,3,2,0,0,0,2,1,1,5,4,6,34,2,0,1,1,0,1,1,1,1,4,2,5,0,19,0,1,1,1,0,0,0,0,2,5,3,6,3,22,
1919,12,6,1919,12,13,50,1919.9507,1036,0,0,1,0,1,0,0,5,1,4,1,2,2,17,18,9,1,2,1,0,0,0,1,0,2,1,4,39,2,1,0,1,0,0,1,2,1,1,4,3,1,17,1,0,2,1,0,0,0,1,2,5,2,0,1,15,
1919,12,13,1919,12,20,51,1919.9699,1180,0,0,2,0,0,0,0,1,1,4,3,3,4,18,11,8,6,3,0,0,0,1,1,3,3,1,2,39,2,2,0,1,0,0,0,1,0,2,1,1,3,13,6,0,2,0,0,0,0,2,1,6,2,3,4,26,
1919,12,20,1919,12,27,52,1919.9890,815,0,1,0,0,0,1,0,1,1,5,1,2,0,12,12,3,3,0,1,1,0,1,0,2,4,6,1,34,2,0,0,0,1,1,0,2,2,2,3,2,1,16,3,0,0,0,0,1,1,0,3,2,0,2,0,12,
1919,12,27,1920,1,3,53,1920.0082,1311,0,0,1,2,0,1,0,1,4,5,3,1,1,19,19,6,8,0,0,0,0,0,2,2,5,1,0,43,2,0,2,1,1,0,0,2,3,3,8,2,0,24,7,2,2,1,0,0,0,0,3,4,0,5,2,26,
1920,1,3,1920,1,10,1,1920.0274,1216,3,0,2,0,0,1,0,1,0,2,4,1,2,16,30,9,9,1,0,0,0,2,0,3,3,3,1,61,0,0,2,2,1,1,2,1,1,4,5,5,1,25,3,2,2,1,0,0,0,2,0,7,2,2,1,22,
1920,1,10,1920,1,17,2,1920.0466,1218,0,0,1,0,0,0,2,1,3,4,1,3,4,19,36,4,10,2,0,0,0,0,3,2,3,3,3,66,1,2,1,0,0,0,2,3,3,7,3,4,2,28,6,1,3,1,0,0,0,6,2,5,4,2,4,34,
1920,1,17,1920,1,24,3,1920.0658,1164,2,1,2,0,1,0,2,0,1,5,3,4,3,24,36,14,8,1,0,0,0,1,1,0,3,5,4,73,0,2,0,0,0,1,3,2,2,5,3,4,3,25,8,3,0,0,0,0,1,0,0,3,5,5,3,28,
1920,1,24,1920,1,31,4,1920.0849,1297,1,0,1,0,0,1,0,4,1,0,2,3,2,15,61,25,6,1,0,0,0,3,0,3,3,4,2,108,3,0,2,0,0,4,2,4,8,3,4,0,0,30,9,4,2,0,0,0,0,3,4,2,6,3,5,38,
1920,1,31,1920,2,7,5,1920.1041,1332,0,0,0,0,1,0,1,5,3,5,2,1,2,20,75,22,12,5,0,1,0,2,3,1,3,1,5,130,4,0,0,1,0,0,0,3,3,7,3,6,2,29,11,6,3,0,1,0,0,4,4,5,4,5,3,46,
1920,2,7,1920,2,14,6,1920.1233,1423,3,0,1,0,1,0,1,3,1,6,4,3,2,25,101,29,2,4,0,0,0,2,2,4,1,3,6,154,0,0,2,0,0,1,0,5,4,3,5,8,2,30,8,7,3,3,0,1,2,2,2,3,2,3,2,38,
1920,2,14,1920,2,21,7,1920.1425,1384,4,0,0,1,1,1,2,3,5,5,5,4,6,37,56,27,17,3,1,0,0,0,2,0,2,1,8,117,2,2,5,1,0,1,2,4,6,6,2,1,4,36,11,2,4,1,0,0,0,3,2,3,6,3,1,36,
1920,2,21,1920,2,28,8,1920.1616,1425,0,0,1,1,1,2,0,6,7,7,6,4,3,38,70,22,18,1,0,0,0,1,2,2,3,1,5,125,1,4,1,1,2,0,0,4,8,1,5,6,0,33,6,3,5,1,0,0,0,0,4,2,8,5,2,36,
1920,2,28,1920,3,6,9,1920.1808,1456,6,1,1,0,1,3,1,9,1,10,7,11,3,54,55,18,14,2,0,0,0,2,1,1,5,4,6,108,1,1,1,0,0,1,1,4,4,4,8,2,0,27,10,4,3,1,1,2,1,7,5,2,4,2,7,49,
1920,3,6,1920,3,13,10,1920.2000,1436,4,1,0,2,0,2,1,18,6,5,4,10,4,57,48,18,15,4,0,0,0,5,0,6,8,8,1,113,0,1,2,1,0,2,4,8,7,4,4,4,1,38,6,4,4,1,1,1,2,3,6,6,2,3,7,46,
1920,3,13,1920,3,20,11,1920.2192,1484,1,1,2,2,1,2,9,16,14,11,14,9,9,91,44,20,4,4,1,1,1,3,1,5,2,9,2,97,2,2,0,0,1,1,2,2,5,7,10,4,2,38,8,3,1,1,0,2,3,2,2,5,7,7,7,48,
1920,3,20,1920,3,27,12,1920.2384,1609,7,1,2,2,3,7,10,29,21,16,20,7,6,131,44,28,11,6,0,0,1,3,2,5,11,9,4,124,2,1,0,2,0,3,3,6,13,6,4,1,1,42,5,4,0,1,1,1,3,7,8,12,8,8,5,63,
1920,3,27,1920,4,3,13,1920.2575,1366,6,4,1,3,2,7,8,29,20,14,12,10,8,124,33,20,10,4,2,0,0,2,1,3,2,11,4,92,1,0,0,1,0,6,2,6,10,6,3,4,1,40,1,7,2,0,0,2,1,8,7,4,5,6,0,43,
1920,4,3,1920,4,10,14,1920.2767,1471,1,3,2,1,2,9,10,23,14,15,7,11,7,105,23,32,6,5,0,0,0,1,2,5,7,12,4,97,5,2,2,0,0,2,2,9,6,6,5,4,3,46,6,3,0,1,0,2,2,7,3,10,8,5,4,51,
1920,4,10,1920,4,17,15,1920.2959,1342,1,2,1,2,1,3,4,19,12,18,13,17,8,101,30,15,10,0,0,0,0,2,4,3,3,4,4,75,2,0,2,1,0,5,1,5,6,5,6,3,2,38,2,1,2,0,0,1,0,5,4,4,4,2,2,27,
1920,4,17,1920,4,24,16,1920.3151,1185,0,0,0,0,1,3,2,8,10,16,2,7,10,59,28,8,4,1,0,1,2,2,0,0,5,3,3,57,5,0,1,1,0,2,0,8,1,3,3,2,1,27,6,2,1,2,0,2,1,2,2,3,4,1,3,29,
1920,4,24,1920,5,1,17,1920.3342,1147,2,0,1,1,0,4,2,9,7,3,7,3,6,45,15,12,4,2,0,0,0,2,3,3,2,0,4,47,1,1,2,1,1,4,0,2,3,9,3,3,4,34,1,0,0,0,0,0,1,0,2,1,3,4,3,15,
1920,5,1,1920,5,8,18,1920.3534,1084,0,0,1,0,0,3,2,7,5,5,3,3,2,31,15,10,5,0,1,1,0,0,4,1,2,4,4,47,1,0,1,1,1,0,2,3,5,1,5,4,2,26,2,1,2,0,0,0,1,3,2,4,1,4,2,22,
1920,5,8,1920,5,15,19,1920.3726,1046,1,1,1,0,0,1,2,2,7,6,3,7,1,32,19,4,1,1,0,0,0,3,1,1,2,5,4,41,2,0,1,0,0,1,1,5,4,3,4,3,0,24,1,3,0,1,0,0,0,4,2,0,0,2,4,17,
1920,5,15,1920,5,22,20,1920.3918,1005,0,0,0,0,3,1,1,6,4,2,5,7,2,31,20,11,2,0,0,0,0,0,0,1,1,2,3,40,0,0,1,2,0,0,2,1,4,3,3,3,3,22,3,1,1,0,0,0,1,4,2,5,3,4,2,26,
1920,5,22,1920,5,29,21,1920.4110,1010,2,1,1,1,0,1,0,3,2,7,4,1,3,26,12,6,2,0,0,0,1,0,0,3,2,2,1,29,0,1,0,0,0,1,1,2,1,2,1,2,0,11,4,0,1,0,0,0,1,0,5,1,1,6,0,19,
1920,5,29,1920,6,5,22,1920.4301,920,0,0,1,0,0,0,0,3,4,4,4,2,1,19,7,4,4,1,0,1,0,0,2,5,0,3,1,28,0,0,1,1,0,0,0,0,4,7,4,4,2,23,0,0,0,1,0,0,0,0,3,3,6,1,1,15,
1920,6,5,1920,6,12,23,1920.4493,888,0,0,0,0,1,1,1,3,0,3,2,0,2,13,10,5,1,0,0,0,0,0,0,1,2,4,3,26,0,1,0,1,1,2,0,1,1,4,5,2,1,19,0,2,0,0,0,1,0,2,6,2,1,2,1,17,
1920,6,12,1920,6,19,24,1920.4685,839,0,0,0,1,0,0,0,1,2,1,1,1,0,7,6,5,0,2,1,1,1,0,1,0,1,1,1,20,0,0,0,0,0,0,0,6,5,3,1,1,0,16,1,1,1,1,0,0,0,3,1,3,3,2,3,19,
1920,6,19,1920,6,26,25,1920.4877,864,0,0,0,0,1,0,0,0,1,0,2,2,0,6,8,0,0,2,0,0,1,2,0,0,0,2,1,16,3,0,1,0,0,1,0,0,2,3,1,0,2,13,1,0,0,0,0,1,1,1,0,1,5,0,1,11,
1920,6,26,1920,7,3,26,1920.5068,749,0,0,0,0,0,0,0,0,1,1,0,2,0,4,4,7,2,2,0,1,0,0,0,1,0,3,1,21,1,0,0,2,0,0,0,1,0,1,3,1,1,10,1,2,0,0,0,1,0,0,1,0,0,0,2,7,
1920,7,3,1920,7,10,27,1920.5260,799,0,0,0,0,0,0,0,0,0,2,0,1,0,3,5,3,1,0,0,0,0,2,0,2,2,2,0,17,0,0,0,0,0,0,0,1,4,5,2,0,1,13,1,1,0,0,0,0,1,0,3,3,2,2,1,14,
1920,7,10,1920,7,17,28,1920.5452,846,0,0,0,0,0,0,0,0,2,0,0,3,1,6,10,1,1,0,0,0,0,0,0,0,1,1,0,14,2,0,0,1,0,1,0,0,2,1,3,3,2,15,0,0,1,1,0,0,0,1,2,1,0,0,1,7,
1920,7,17,1920,7,24,29,1920.5644,762,2,0,0,0,0,0,0,1,0,0,0,1,0,4,10,0,1,1,0,0,0,0,1,1,2,1,1,18,1,0,1,1,0,0,1,3,0,2,1,1,0,11,0,0,0,2,0,0,1,0,1,5,2,0,1,12,
1920,7,24,1920,7,31,30,1920.5836,796,0,0,0,0,0,0,1,0,2,0,1,0,1,5,6,2,4,2,0,0,0,0,1,0,2,1,1,19,1,0,0,0,0,1,0,2,2,3,4,3,1,17,0,0,0,0,0,0,0,0,2,2,1,1,1,7,
1920,7,31,1920,8,7,31,1920.6027,763,0,0,0,0,0,0,1,1,2,2,2,0,1,9,9,2,1,0,0,0,0,1,0,0,1,0,0,14,2,1,0,1,1,0,0,0,0,2,2,2,1,12,3,0,0,0,0,0,0,1,1,3,1,0,0,9,
1920,8,7,1920,8,14,32,1920.6219,710,0,0,0,0,0,0,0,3,1,0,1,0,1,6,3,3,1,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,1,0,2,4,0,1,0,11,0,0,0,1,0,1,0,0,1,2,0,1,0,6,
1920,8,14,1920,8,21,33,1920.6411,815,0,0,0,0,0,0,0,0,0,1,2,0,0,3,4,2,2,0,0,0,0,0,0,1,2,1,2,14,0,0,0,0,0,0,1,2,2,0,3,2,1,11,2,0,2,0,0,0,0,0,2,1,2,4,0,13,
1920,8,21,1920,8,28,34,1920.6603,813,0,0,0,0,0,0,0,3,0,0,1,1,0,5,3,1,0,0,0,0,0,0,0,1,1,0,2,8,1,0,0,0,0,1,1,0,0,2,0,3,2,10,0,0,0,1,0,1,0,1,2,1,1,2,1,10,
1920,8,28,1920,9,4,35,1920.6795,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,0,1,0,0,0,0,1,1,3,17,0,0,1,3,0,0,1,1,4,3,1,3,0,17,2,0,3,0,0,0,0,2,2,3,2,1,0,15,
1920,9,4,1920,9,11,36,1920.6986,833,0,0,0,0,0,0,0,0,0,0,1,0,1,2,10,4,2,1,0,0,0,1,0,1,1,1,2,23,0,0,0,0,0,1,1,2,2,3,1,2,0,12,0,0,0,0,1,0,0,0,3,1,3,0,2,10,
1920,9,11,1920,9,18,37,1920.7178,821,0,0,1,0,0,0,1,0,2,1,2,0,0,7,13,0,2,0,0,0,0,0,0,0,4,1,3,23,2,0,0,1,0,0,0,1,0,2,5,5,1,17,0,0,0,0,0,0,0,0,1,0,0,5,1,7,
1920,9,18,1920,9,25,38,1920.7370,825,1,0,0,0,0,0,0,0,1,0,1,1,2,6,9,0,1,0,0,0,0,0,0,1,3,2,2,18,1,0,0,0,0,1,0,1,2,7,1,1,2,16,4,0,0,0,0,0,1,0,0,4,4,3,3,19,
1920,9,25,1920,9,2,39,1920.6740,861,0,0,1,0,0,0,1,0,0,1,1,0,1,5,11,3,1,0,0,0,0,0,1,2,0,3,3,24,0,0,0,1,0,0,0,1,1,1,2,2,0,8,1,0,1,1,0,1,1,1,0,5,5,1,2,19,
1920,9,2,1920,10,9,40,1920.7753,874,0,0,0,0,0,0,0,0,1,0,2,1,1,5,10,3,1,1,0,0,0,0,2,3,0,1,0,21,1,0,0,0,1,0,3,2,4,4,0,3,1,19,2,2,1,1,1,1,0,0,2,3,1,1,3,18,
1920,10,9,1920,10,16,41,1920.7945,815,0,0,0,0,0,0,0,1,0,0,1,1,0,3,4,2,1,0,0,0,0,0,0,1,2,0,3,13,0,0,1,0,0,0,0,2,0,6,1,1,0,11,0,0,0,0,0,0,0,0,1,4,2,3,0,10,
1920,10,16,1920,10,23,42,1920.8137,851,0,0,0,1,1,0,0,0,2,2,1,0,1,8,10,2,0,2,0,0,1,0,0,1,2,4,4,26,1,0,1,0,1,0,0,0,2,3,1,1,0,10,2,0,0,0,0,0,0,1,0,4,1,2,2,12,
